Nume Uat,Cnt Name,Nume Regiune,Rang,Judet,Regiune,TIP,Pop 1Ian2020
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,18,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
,,Sud-Vest - Oltenia,V,25,4,23,
